OrderID,ShipMode,OrderPriority,NumberOfProducts,TotalSales,TotalQuantity,TotalProfit,TotalShippingCost
MX-2012-150476,Standard Class,Medium,2,190.68,6,60.84,9.76
MX-2012-150504,Standard Class,Medium,2,160.12,6,60.84,6.16
MX-2012-150560,Standard Class,Medium,4,1389.0038399999999,10,391.86384,80.02
MX-2012-150616,First Class,High,3,88.4,8,37.480000000000004,13.11
MX-2012-150756,Standard Class,Medium,3,1182.5,12,164.88000000000002,68.3
MX-2012-150770,First Class,High,1,193.56,6,7.68,28.79
MX-2012-150833,Standard Class,Medium,1,64.4,7,20.58,6.62
MX-2012-150910,First Class,High,5,1375.166,15,334.106,155.11
MX-2012-150966,Standard Class,High,1,203.2,10,4.0,32.23
MX-2012-151015,Standard Class,Medium,1,620.32,8,285.28,49.46
MX-2012-151036,Standard Class,Low,3,488.58000000000004,12,186.28,81.24
MX-2012-151176,Standard Class,Medium,4,759.4599999999999,16,263.28,61.14
MX-2012-151211,Standard Class,Medium,1,33.64,1,14.8,1.74
MX-2012-151260,Standard Class,High,1,135.92,4,12.16,11.27
MX-2012-151407,Standard Class,Medium,1,7.38,1,0.88,0.93
MX-2012-151463,Second Class,Critical,1,8.84,1,1.76,3.3
MX-2012-151505,Second Class,Medium,1,442.8,10,97.4,16.02
MX-2012-151610,Same Day,Critical,1,147.712,2,12.912,39.84
MX-2012-151659,Standard Class,Medium,2,83.42,2,31.6,6.24
MX-2012-151673,Standard Class,Medium,1,293.44,4,67.44,25.67
MX-2012-151680,Standard Class,Medium,8,2723.3348,27,796.0147999999999,152.21
MX-2012-151855,Standard Class,Medium,1,826.56,3,148.74,28.81
MX-2012-151904,First Class,Medium,1,94.02,3,1.86,10.73
MX-2012-151911,Standard Class,High,1,4.52,1,1.12,0.48
MX-2012-152268,Standard Class,Low,1,60.92,2,23.72,9.17
MX-2012-152310,Standard Class,Medium,1,48.4,10,22.2,5.15
MX-2012-152464,First Class,High,2,191.12,6,18.6,33.6
MX-2012-152499,Standard Class,Medium,1,74.48,4,29.04,5.22
MX-2012-152737,Standard Class,Medium,1,67.2,4,19.44,4.76
MX-2012-152905,Standard Class,Medium,4,627.64,20,194.92,40.87
MX-2012-153010,Standard Class,High,5,746.8679999999999,22,105.688,83.5
MX-2012-153136,Second Class,High,1,73.1,5,19.7,10.53
MX-2012-153157,First Class,Medium,5,5859.584,22,324.364,855.44
MX-2012-153325,First Class,Medium,4,1134.06,15,43.28,249.6
MX-2012-153500,Standard Class,Medium,2,237.96,8,99.0,23.39
MX-2012-153605,Second Class,Medium,1,37.696,4,2.816,4.96
MX-2012-153612,Standard Class,High,2,198.008,4,46.688,18.35
MX-2012-153780,Standard Class,Low,2,711.4599999999999,11,26.700000000000003,40.57
MX-2012-153829,First Class,Medium,1,20.48,1,9.2,2.89
MX-2012-153941,Standard Class,Low,2,606.6,12,180.36,77.42999999999999
MX-2012-153948,Standard Class,Medium,2,263.7,5,61.84,21.43
MX-2012-154088,Standard Class,Medium,5,829.19576,22,247.77576,49.2
MX-2012-154151,Standard Class,Low,1,102.9,5,13.7,9.37
MX-2012-154179,Standard Class,Medium,7,4068.5692000000004,27,1231.3892,285.18
MX-2012-154186,Standard Class,Medium,1,252.71356,1,113.43356,8.52
MX-2012-154249,Standard Class,Medium,1,137.44,4,35.68,10.84
MX-2012-154396,First Class,Medium,2,161.95999999999998,8,49.1,14.45
MX-2012-154403,Standard Class,Low,7,150.388,22,4.087999999999998,15.32
MX-2012-154459,Standard Class,High,1,151.92,3,71.4,32.94
MX-2012-154592,Second Class,Medium,1,11.92,2,4.16,0.55
MX-2012-154753,Standard Class,Medium,2,202.944,4,39.544000000000004,15.530000000000001
MX-2012-154921,First Class,High,1,50.52,5,2.52,4.71
MX-2012-154970,First Class,Critical,1,179.2,10,55.4,43.4
MX-2012-155047,Standard Class,Medium,5,608.6,18,182.52,32.96
MX-2012-155082,Standard Class,Medium,1,391.0164,2,112.8164,19.43
MX-2012-155187,Standard Class,High,5,596.14,22,101.22,59.49
MX-2012-155229,Standard Class,High,1,58.0,5,1.7,5.44
MX-2012-155285,Same Day,Medium,2,574.56,10,148.68,48.67
MX-2012-155523,Standard Class,Medium,1,66.68,2,4.0,2.87
MX-2012-155684,Second Class,High,1,21.48,2,5.76,1.36
MX-2012-155698,Standard Class,Low,4,259.68,15,6.54,24.23
MX-2012-155712,First Class,High,1,104.16,2,17.68,30.18
MX-2012-155733,Standard Class,Low,1,166.12,2,44.84,16.77
MX-2012-155775,Same Day,High,2,490.144,11,-47.236,74.32
MX-2012-155803,Standard Class,Medium,1,130.0,5,40.3,10.64
MX-2012-155852,Standard Class,High,1,50.52,3,21.72,8.77
MX-2012-155957,First Class,High,1,21.504,3,1.584,3.68
MX-2012-156216,First Class,High,1,91.92,3,9.18,19.9
MX-2012-156223,Standard Class,Medium,1,130.34,7,59.92,11.23
MX-2012-156482,First Class,Medium,4,351.7,14,72.18,52.54
MX-2012-156671,Standard Class,Medium,1,355.48,2,46.2,12.29
MX-2012-156678,Second Class,Critical,1,152.22,3,25.86,44.77
MX-2012-156720,Standard Class,Medium,4,271.15999999999997,13,67.86,16.950000000000003
MX-2012-156776,Second Class,Medium,2,477.77208,5,47.19208,35.88
MX-2012-156832,Standard Class,Medium,1,451.2,4,85.68,29.59
MX-2012-156930,Standard Class,Medium,1,59.52,6,0.48,0.72
MX-2012-156937,Standard Class,High,3,567.16,9,150.4,47.290000000000006
MX-2012-157651,Standard Class,Medium,1,28.04,1,1.4,1.01
MX-2012-157861,Standard Class,Low,2,75.12,7,30.34,8.98
MX-2012-157973,Standard Class,High,1,43.56,3,7.8,7.63
MX-2012-157987,First Class,High,7,4906.5,40,1317.44,540.82
MX-2012-158022,Standard Class,Low,3,221.57999999999998,13,20.16,25.33
MX-2012-158456,Standard Class,High,2,720.14,8,230.88,65.11999999999999
MX-2012-158526,Standard Class,Low,4,1047.63176,16,314.75176,129.01
MX-2012-158582,Standard Class,High,2,433.12,11,106.66,51.59
MX-2012-158610,Standard Class,Medium,3,1096.768,9,-10.691999999999997,58.74
MX-2012-158673,Standard Class,Medium,1,164.48,4,18.08,16.05
MX-2012-158750,Standard Class,Medium,1,52.8,6,6.24,3.42
MX-2012-158785,Standard Class,High,5,705.82,14,-9.679999999999996,45.83
MX-2012-158904,Same Day,Medium,1,32.06,1,9.28,6.16
MX-2012-158925,Standard Class,Medium,3,945.72536,15,248.48536000000001,52.89
MX-2012-158939,Standard Class,Medium,2,170.74,13,71.89999999999999,11.59
MX-2012-158981,Standard Class,High,4,1021.62,25,342.78,104.03999999999999
MX-2012-158988,Same Day,High,6,767.8484000000001,23,-94.95159999999998,182.15
MX-2012-159002,Standard Class,Medium,2,139.76,11,57.339999999999996,6.8
MX-2012-159170,Standard Class,High,1,87.72,3,41.22,8.58
MX-2012-159345,Standard Class,High,1,1214.72,5,30.32,147.77
MX-2012-159380,First Class,High,1,115.96,1,32.46,27.4
MX-2012-159646,First Class,High,1,1121.94,3,516.06,163.0
MX-2012-159674,Standard Class,Medium,1,48.5,5,10.1,2.43
MX-2012-159702,Standard Class,Medium,1,17.28,3,6.0,1.09
MX-2012-159730,Second Class,Medium,3,874.4159999999999,16,165.896,50.24
MX-2012-159744,Standard Class,Medium,1,123.9,7,18.48,6.31
MX-2012-159821,First Class,Medium,2,919.1399999999999,10,89.78,88.99
MX-2012-159905,First Class,Critical,4,334.10400000000004,16,88.404,82.76
MX-2012-160059,Standard Class,High,1,12.864,3,3.504,1.25
MX-2012-160073,Standard Class,High,2,112.97999999999999,6,38.34,8.280000000000001
MX-2012-160276,Second Class,Medium,1,294.896,7,14.616,31.94
MX-2012-160388,Standard Class,Medium,1,1073.024,4,201.184,68.95
MX-2012-160416,Standard Class,Medium,1,252.3,3,10.08,9.33
MX-2012-160423,Standard Class,Medium,1,607.9,5,79.0,44.9
MX-2012-160612,Standard Class,Medium,1,36.0,5,8.2,1.82
MX-2012-160717,Second Class,Critical,2,81.03999999999999,11,7.56,11.03
MX-2012-160843,Standard Class,Medium,2,329.3,7,39.78,19.84
MX-2012-161172,Standard Class,High,1,172.8,5,6.9,17.78
MX-2012-161179,Standard Class,Medium,1,13.24,1,2.78,0.67
MX-2012-161214,Standard Class,Medium,1,33.48,6,0.0,3.21
MX-2012-161396,Standard Class,Medium,3,75.756,11,9.296000000000001,4.21
MX-2012-161452,Same Day,High,3,78.72,11,16.84,17.56
MX-2012-161473,First Class,High,1,62.34,3,4.98,10.67
MX-2012-161634,Standard Class,Medium,1,151.52,5,47.32,9.3
MX-2012-161704,Second Class,Medium,6,701.492,17,10.171999999999997,44.39
MX-2012-161732,Standard Class,High,2,163.336,3,21.476,26.23
MX-2012-161795,Standard Class,Medium,1,25.668,3,3.828,1.41
MX-2012-161809,Standard Class,Medium,2,61.3,11,16.48,4.949999999999999
MX-2012-161872,Standard Class,Medium,1,209.76,3,18.84,15.18
MX-2012-161956,Standard Class,High,1,156.24,5,50.74,25.04
MX-2012-161998,First Class,Medium,1,23.8,5,6.6,3.06
MX-2012-162222,Standard Class,Medium,2,244.44,9,61.980000000000004,18.22
MX-2012-162236,Standard Class,High,2,136.72,4,36.400000000000006,14.57
MX-2012-162411,Standard Class,Medium,1,1731.1,5,17.3,67.24
MX-2012-162446,First Class,High,2,357.62,8,0.1,66.79
MX-2012-162495,First Class,High,2,79.8,6,19.48,10.07
MX-2012-162614,Standard Class,Medium,1,19.24,2,2.48,1.5
MX-2012-162656,Standard Class,Medium,1,132.552,7,15.372,4.85
MX-2012-162712,Standard Class,Medium,1,276.224,2,48.304,14.46
MX-2012-162796,Standard Class,High,1,49.6,2,7.44,4.12
MX-2012-162810,Second Class,High,1,85.46,1,41.02,8.03
MX-2012-162915,Standard Class,Medium,2,119.39200000000001,5,34.252,10.12
MX-2012-162922,Standard Class,Low,3,342.9,11,54.620000000000005,46.01
MX-2012-163020,Same Day,High,1,38.62,1,15.82,6.51
MX-2012-163153,Standard Class,Medium,1,112.86,11,45.1,12.64
MX-2012-163272,Standard Class,Medium,3,443.12056,9,82.14056,29.29
MX-2012-163279,Second Class,Critical,5,287.8,16,33.78,58.72
MX-2012-163363,Standard Class,High,1,29.64,3,3.84,4.42
MX-2012-163475,Standard Class,Medium,3,557.08,8,188.32,15.78
MX-2012-163552,Standard Class,Medium,2,420.36,10,86.94,18.9
MX-2012-163587,Same Day,Critical,1,25.84,2,12.64,4.68
MX-2012-163720,Standard Class,High,3,557.6,13,61.48,70.88
MX-2012-163769,Standard Class,Medium,1,16.884,3,0.804,1.64
MX-2012-163888,Standard Class,High,2,388.14,6,73.68,58.61
MX-2012-163937,First Class,Critical,1,24.72,3,5.16,9.91
MX-2012-163944,Standard Class,Medium,1,698.04112,4,131.48112,35.1
MX-2012-163951,Same Day,High,1,369.28,5,87.68,35.69
MX-2012-164000,Standard Class,High,4,487.36,12,144.38,63.84
MX-2012-164007,Second Class,High,1,42.16,2,6.32,10.47
MX-2012-164098,Standard Class,High,1,103.2,6,18.48,11.43
MX-2012-164210,Standard Class,Medium,1,123.24,3,33.24,11.52
MX-2012-164378,Standard Class,High,4,1489.68,26,218.92000000000002,179.13
MX-2012-164441,Standard Class,Medium,4,2370.51792,18,594.8379199999999,139.97
MX-2012-164469,Standard Class,Medium,2,659.0799999999999,10,23.6,29.82
MX-2012-164588,Standard Class,Medium,2,29.88,3,13.940000000000001,2.76
MX-2012-164623,Standard Class,Low,1,190.92,3,9.54,17.06
MX-2012-164693,First Class,Critical,1,570.9,5,239.7,174.85
MX-2012-164777,Standard Class,Medium,1,221.4,5,48.7,11.84
MX-2012-164791,First Class,High,1,2297.96,14,988.12,483.26
MX-2012-164819,First Class,Medium,1,692.7,5,13.8,83.3
MX-2012-164924,Standard Class,High,1,77.04,3,9.24,5.12
MX-2012-165127,First Class,High,1,36.12,6,9.0,6.6
MX-2012-165190,Standard Class,Medium,4,746.6778,11,125.0178,38.660000000000004
MX-2012-165218,Standard Class,Medium,1,49.52,2,12.36,1.98
MX-2012-165330,Standard Class,Medium,1,2092.752,9,52.272,169.93
MX-2012-165344,Standard Class,Medium,1,38.76,3,18.96,1.65
MX-2012-165463,Standard Class,Medium,1,274.8,5,4.5,16.76
MX-2012-165470,Standard Class,Medium,4,773.904,19,-41.236000000000004,43.58
MX-2012-165491,Second Class,Medium,2,980.44024,8,211.00024,90.31
MX-2012-165554,Standard Class,High,1,36.8,4,11.76,5.02
MX-2012-165764,Standard Class,Medium,4,2222.64288,22,-8.117119999999986,144.95
MX-2012-165974,Second Class,Medium,1,1011.972,4,58.772,61.01
MX-2012-166023,First Class,High,1,102.08,1,39.8,24.09
MX-2012-166114,Second Class,Medium,2,66.84,4,7.04,6.470000000000001
MX-2012-166240,Standard Class,High,2,409.62,4,53.92,73.84
MX-2012-166324,Standard Class,Medium,1,5.08,1,2.02,0.33
MX-2012-166345,Standard Class,Medium,1,53.76,4,5.36,1.96
MX-2012-166485,Second Class,Critical,1,29.88,2,7.44,5.59
MX-2012-166597,Standard Class,Medium,1,506.5848,6,166.3848,29.47
MX-2012-166730,Standard Class,Medium,2,104.50800000000001,5,0.968,11.790000000000001
MX-2012-166751,Standard Class,Medium,2,156.32,10,59.620000000000005,6.16
MX-2012-166758,First Class,Medium,1,289.92,3,81.12,32.97
MX-2012-166842,Standard Class,High,1,46.56,4,9.76,6.99
MX-2012-166968,Standard Class,Medium,1,61.6,2,22.76,3.1
MX-2012-167045,Standard Class,Medium,2,685.87112,9,111.71112000000001,56.75
MX-2012-167122,Standard Class,High,2,1403.0358800000001,10,286.51588000000004,126.81
MX-2012-167248,Standard Class,Medium,1,51.1,5,6.1,1.59
MX-2012-167311,First Class,High,1,46.08,3,8.7,6.34
MX-2012-167619,First Class,Medium,3,111.86,9,39.24,13.100000000000001
MX-2012-167794,Standard Class,Medium,1,228.78,3,11.4,8.55
MX-2012-167892,First Class,Medium,2,1227.676,8,248.616,276.88
MX-2012-167927,Standard Class,Medium,2,84.2,4,20.16,7.71
MX-2012-167990,First Class,High,1,394.98,3,15.78,60.27
MX-2012-168011,Standard Class,High,2,235.63528,4,32.13528,31.65
MX-2012-168060,Standard Class,Low,3,344.53616,7,51.636160000000004,43.98
MX-2012-168130,Standard Class,Medium,2,148.82,7,10.4,10.0
MX-2012-168144,Standard Class,High,2,54.699999999999996,7,2.34,4.96
MX-2012-168221,Standard Class,Medium,1,29.7,5,0.5,2.2
MX-2012-168249,Standard Class,Medium,2,52.08,6,15.600000000000001,3.61
MX-2012-168424,Standard Class,High,1,37.98,3,6.42,7.25
MX-2012-168431,First Class,Medium,3,478.7,9,133.26,10.26
MX-2012-168634,Second Class,Medium,3,140.44,9,38.34,11.959999999999999
MX-2012-168690,Standard Class,Medium,1,68.12,2,0.68,5.65
MX-2012-168697,First Class,High,1,417.34,11,208.56,117.54
MX-2012-168711,First Class,High,1,138.4,5,4.1,32.72
MX-2012-168753,Standard Class,High,1,245.56,7,88.34,37.95
MX-2012-168816,Standard Class,Medium,1,10.1,1,0.7,0.48
MX-2012-168865,Standard Class,High,2,2404.0592,12,30.3792,377.59
MX-2012-169040,First Class,Critical,2,765.9675199999999,6,244.12752,229.71
MX-2012-169047,Standard Class,High,3,155.64,9,40.98,7.92
MX-2012-169187,Second Class,High,1,48.24,4,15.36,5.67
MX-2012-169229,Standard Class,Medium,1,105.4,5,15.8,12.57
MX-2012-169355,Second Class,Medium,3,539.1999999999999,12,200.44,30.810000000000002
MX-2012-169390,Second Class,High,1,20.808,3,2.028,3.41
MX-2012-169600,First Class,Medium,2,883.6800000000001,6,33.0,52.370000000000005
MX-2012-169663,Standard Class,Medium,1,129.696,2,14.576,12.69
MX-2012-169698,Second Class,Medium,1,333.66,3,3.3,43.82
MX-2012-169761,Second Class,Medium,4,780.4,15,338.58,59.480000000000004
MX-2012-169859,First Class,Critical,1,26.76,3,1.56,10.13
MX-2012-169894,Standard Class,Medium,1,524.28,6,10.44,29.04
MX-2013-100069,Second Class,High,1,31.28,4,12.48,4.13
MX-2013-100223,Standard Class,High,1,3045.84,7,1035.58,251.05
MX-2013-100230,Standard Class,Medium,1,12.72,4,5.68,0.78
MX-2013-100251,Standard Class,Medium,5,1359.1126,29,332.4726,133.45000000000002
MX-2013-100265,Standard Class,Medium,2,875.52,6,156.36,75.57
MX-2013-100286,Standard Class,High,1,222.24,3,17.76,39.84
MX-2013-100342,First Class,Medium,1,773.6496,8,99.0896,58.68
MX-2013-100468,Standard Class,Medium,1,191.85552,2,74.57552,9.47
MX-2013-100517,Second Class,High,2,204.72000000000003,8,66.16,22.5
MX-2013-100531,Second Class,High,5,1082.48,16,-194.07999999999998,178.9
MX-2013-100538,Second Class,High,1,637.184,8,15.904,80.43
MX-2013-100573,Second Class,Critical,3,304.12,12,53.94,40.33
MX-2013-100601,First Class,Critical,1,168.04,2,70.56,48.19
MX-2013-100608,Standard Class,Medium,1,26.52,3,5.28,2.6
MX-2013-100657,Same Day,High,1,98.08,8,19.52,20.37
MX-2013-100664,First Class,Medium,2,443.02000000000004,3,173.38000000000002,35.25
MX-2013-100678,Standard Class,Medium,3,1092.0800000000002,10,379.28000000000003,39.83
MX-2013-100748,Standard Class,Medium,1,13.62,3,6.48,0.79
MX-2013-100923,Standard Class,Medium,5,1231.34,17,159.84,81.35
MX-2013-101014,Standard Class,Medium,2,116.03999999999999,7,39.14,8.879999999999999
MX-2013-101028,Standard Class,Medium,2,120.03999999999999,6,33.0,10.44
MX-2013-101077,Standard Class,Low,5,2587.872,22,-208.128,297.4
MX-2013-101126,Standard Class,Medium,3,1446.8448,15,654.8448000000001,44.4
MX-2013-101133,Standard Class,Medium,1,74.08,4,7.36,3.78
MX-2013-101210,Second Class,Critical,1,74.48,7,35.0,11.55
MX-2013-101266,Second Class,High,1,97.6,2,15.6,13.07
MX-2013-101294,Second Class,Medium,1,13.56,2,0.52,1.45
MX-2013-101455,Same Day,Critical,1,40.32,6,7.2,10.76
MX-2013-101490,Standard Class,Medium,2,239.64,7,89.36000000000001,14.53
MX-2013-101504,Standard Class,High,1,333.6,4,106.72,36.62
MX-2013-101525,First Class,High,1,295.452,3,14.772,51.24
MX-2013-101658,Standard Class,Medium,1,15.9,3,3.48,1.5
MX-2013-101805,Standard Class,High,1,773.12,8,216.32,96.18
MX-2013-101868,Second Class,High,1,598.68024,3,196.74024,25.95
MX-2013-101959,Standard Class,High,1,5.92,1,0.04,0.5
MX-2013-101987,Standard Class,High,2,41.72,3,14.5,5.83
MX-2013-102036,Standard Class,Medium,1,382.21404,3,41.35404,20.79
MX-2013-102050,Standard Class,High,1,64.84,2,9.04,10.17
MX-2013-102092,Standard Class,Medium,3,299.68,11,88.28,20.259999999999998
MX-2013-102253,Standard Class,High,1,50.46,3,16.14,5.02
MX-2013-102260,Second Class,High,1,190.88,2,43.88,15.57
MX-2013-102295,Standard Class,High,1,592.3,5,35.5,73.17
MX-2013-102337,Standard Class,Medium,4,476.87199999999996,12,45.312,35.910000000000004
MX-2013-102463,Standard Class,Low,3,408.64,12,110.67999999999999,38.88
MX-2013-102470,First Class,High,3,846.54,13,324.08,160.65
MX-2013-102477,Standard Class,Medium,1,315.24168,3,14.70168,12.06
MX-2013-102547,Standard Class,High,6,862.32,22,216.18,98.3
MX-2013-102694,Standard Class,Medium,1,273.664,2,6.824,25.53
MX-2013-102701,Same Day,Medium,1,139.1,5,16.6,34.93
MX-2013-102722,Second Class,Medium,1,132.58,7,56.98,1.28
MX-2013-102764,First Class,High,1,21.54,3,10.5,1.73
MX-2013-102799,Second Class,High,1,171.2,5,42.8,30.57
MX-2013-102806,Standard Class,Medium,3,132.4,16,50.36,8.48
MX-2013-102813,First Class,Critical,1,497.88,9,169.2,160.3
MX-2013-102869,Standard Class,High,1,445.28,4,17.76,49.75
MX-2013-102918,Same Day,High,1,112.56,4,20.24,24.73
MX-2013-103030,Standard Class,Medium,3,276.08,8,102.64,16.35
MX-2013-103485,Standard Class,Medium,2,467.9,8,147.92,30.11
MX-2013-103492,Second Class,High,2,154.66,9,12.46,18.560000000000002
MX-2013-103520,Standard Class,High,3,1236.2072,11,494.60720000000003,178.7
MX-2013-103527,Standard Class,Medium,1,130.56,6,31.32,6.34
MX-2013-103555,Standard Class,Medium,2,1192.72032,7,329.68032,71.75999999999999
MX-2013-103583,Second Class,Medium,1,23.84,2,6.4,0.14
MX-2013-103625,Standard Class,Low,1,21.0,2,10.08,1.39
MX-2013-103639,Second Class,High,3,302.58000000000004,18,73.8,46.69
MX-2013-103653,First Class,High,1,98.9,5,1.9,30.96
MX-2013-103667,Second Class,High,2,132.96,5,58.08,18.16
MX-2013-103723,Same Day,Medium,1,25.56,3,11.46,4.4
MX-2013-103730,Standard Class,Medium,2,251.61239999999998,8,26.4524,11.94
MX-2013-103744,First Class,High,1,607.9,5,79.0,123.87
MX-2013-103786,Standard Class,Medium,1,289.32,3,81.0,18.63
MX-2013-103821,Standard Class,High,5,211.12,16,44.56,22.97
MX-2013-103863,Standard Class,Medium,1,333.66,3,3.3,34.06
MX-2013-103975,Second Class,High,1,245.44,1,70.56,22.08
MX-2013-104003,Standard Class,Medium,2,253.24,5,110.97999999999999,19.03
MX-2013-104150,Standard Class,High,1,250.72,8,4.96,18.52
MX-2013-104178,Standard Class,Medium,1,142.08,4,7.04,11.27
MX-2013-104241,Standard Class,Medium,1,406.44,3,20.28,24.68
MX-2013-104262,Standard Class,Medium,3,595.56,9,230.28,48.81
MX-2013-104409,Standard Class,Medium,3,277.45856,6,34.01856,14.09
MX-2013-104675,Standard Class,Low,4,123.3,12,53.26,16.5
MX-2013-104696,Standard Class,High,1,11.12,1,4.1,0.76
MX-2013-104703,Standard Class,Low,4,208.4,24,64.8,32.25
MX-2013-104766,First Class,High,1,18.24,2,1.64,2.97
MX-2013-105046,First Class,High,3,1288.9386000000002,13,181.8186,256.38
MX-2013-105095,Second Class,Medium,1,336.36,3,36.96,62.6
MX-2013-105228,Standard Class,Low,1,10.76,2,4.16,1.53
MX-2013-105242,Standard Class,Medium,4,1511.98,18,548.5,107.35
MX-2013-105291,Second Class,Medium,2,198.06,7,64.84,21.26
MX-2013-105333,Standard Class,Medium,2,91.14,7,25.36,6.640000000000001
MX-2013-105431,Standard Class,Medium,1,17.2,1,3.08,0.96
MX-2013-105459,Standard Class,Medium,1,593.53056,6,111.73056,51.38
MX-2013-105585,First Class,Medium,3,1375.52,10,202.28,340.13
MX-2013-105697,First Class,High,4,227.06,15,49.92,42.85
MX-2013-105753,Second Class,Medium,1,75.78,9,36.36,10.38
MX-2013-105781,Standard Class,Medium,3,529.144,12,124.624,37.45
MX-2013-106019,Standard Class,Medium,3,981.9200000000001,11,367.08000000000004,89.4
MX-2013-106054,Standard Class,Medium,1,26.88,2,2.68,2.0
MX-2013-106271,First Class,High,4,707.6,16,220.66000000000003,160.25
MX-2013-106425,Standard Class,Medium,4,1163.04,17,-246.54,100.27
MX-2013-106516,Standard Class,Medium,4,605.42,13,182.72,25.97
MX-2013-106614,Same Day,High,1,15.36,2,4.88,3.09
MX-2013-106621,Second Class,Medium,2,129.4,6,39.8,12.350000000000001
MX-2013-106670,Standard Class,High,2,1206.04,6,485.6,159.57
MX-2013-106726,Standard Class,Medium,3,318.88,16,70.4,25.66
MX-2013-106782,Standard Class,Medium,3,408.18,13,95.97999999999999,21.79
MX-2013-106922,Second Class,Medium,4,378.096,9,73.79599999999999,10.81
MX-2013-106929,Standard Class,Medium,3,326.72,10,63.2,28.23
MX-2013-107006,First Class,High,4,1386.96,14,27.159999999999997,104.13
MX-2013-107041,Standard Class,Medium,3,1389.51016,6,137.21016,72.85
MX-2013-107097,Standard Class,Medium,2,98.02000000000001,3,39.879999999999995,4.74
MX-2013-107153,Second Class,High,1,58.176,4,12.336,13.66
MX-2013-107167,Standard Class,Medium,2,100.38399999999999,2,12.864,6.88
MX-2013-107398,First Class,Critical,3,804.62,9,191.59999999999997,176.84
MX-2013-107405,Standard Class,High,2,557.88,14,239.79999999999998,49.35
MX-2013-107440,First Class,High,2,233.62,8,44.32,41.82
MX-2013-107447,Second Class,High,6,898.28496,22,196.06495999999999,147.27
MX-2013-107475,Same Day,Medium,2,570.59144,5,201.43144,75.21
MX-2013-107650,Standard Class,Medium,1,36.68,7,16.8,1.55
MX-2013-107804,Standard Class,Low,2,392.59999999999997,5,26.06,55.74
MX-2013-107937,Same Day,Medium,2,224.22,6,35.7,18.83
MX-2013-108021,First Class,High,3,476.74800000000005,16,-66.892,115.92
MX-2013-108063,Standard Class,High,1,333.92,8,106.72,51.4
MX-2013-108091,First Class,Medium,1,28.12,2,3.64,1.33
MX-2013-108098,Standard Class,Medium,2,61.64,6,21.72,3.0999999999999996
MX-2013-108126,Standard Class,Medium,1,44.76,6,4.92,2.68
MX-2013-108133,Standard Class,Medium,2,108.2,6,4.24,5.76
MX-2013-108224,Standard Class,Medium,2,300.1,12,45.260000000000005,29.810000000000002
MX-2013-108231,Same Day,High,3,654.92,9,224.56,155.28
MX-2013-108252,Standard Class,Medium,1,944.2,5,217.1,57.34
MX-2013-108385,Second Class,Medium,3,88.36,11,18.580000000000002,6.78
MX-2013-108553,First Class,Medium,4,1026.52,12,348.06,210.92000000000002
MX-2013-108616,Second Class,Critical,1,53.28,3,7.44,12.07
MX-2013-108658,First Class,Medium,6,810.62,17,104.24,32.62
MX-2013-108679,Standard Class,Medium,1,26.4,4,8.4,1.89
MX-2013-108777,Same Day,High,1,67.2,7,3.36,7.2
MX-2013-108812,Second Class,High,1,504.06984,2,34.30984,91.37
MX-2013-108819,Second Class,High,1,24.92,2,0.24,5.36
MX-2013-108868,Second Class,High,2,381.24,7,172.57999999999998,46.03
MX-2013-108945,Standard Class,High,2,51.78,10,19.540000000000003,6.19
MX-2013-108952,Standard Class,Medium,1,1015.68,4,101.52,48.08
MX-2013-108959,Standard Class,Medium,1,876.8428,5,375.9428,65.87
MX-2013-109078,Standard Class,Medium,1,162.06,3,40.5,8.2
MX-2013-109141,Second Class,Critical,1,919.26,3,266.58,251.57
MX-2013-109183,Second Class,High,1,171.16,2,0.0,36.59
MX-2013-109197,Standard Class,Medium,1,22.48,2,6.04,2.28
MX-2013-109218,First Class,Critical,1,584.2,2,239.52,201.97
MX-2013-109288,Standard Class,Low,1,35.34,3,9.18,6.9
MX-2013-109400,First Class,Medium,2,153.57999999999998,10,27.14,11.98
MX-2013-109449,Standard Class,Low,1,108.48,3,21.66,13.8
MX-2013-109547,Standard Class,Medium,2,126.5,10,48.6,9.53
MX-2013-109617,Standard Class,Low,2,100.592,11,10.352,14.080000000000002
MX-2013-109631,Standard Class,Medium,1,65.16,2,7.16,4.14
MX-2013-109694,Standard Class,High,4,154.24,13,46.160000000000004,12.280000000000001
MX-2013-109750,Second Class,Medium,3,242.59199999999998,8,-129.668,20.52
MX-2013-109771,Standard Class,Medium,6,520.2719999999999,25,-92.94800000000001,32.339999999999996
MX-2013-109799,Standard Class,Medium,3,925.3000000000001,17,314.16,131.35
MX-2013-109883,Standard Class,Medium,1,2616.96,6,26.16,230.47
MX-2013-109939,Second Class,Medium,3,950.428,16,23.148,43.95
MX-2013-109946,Standard Class,High,1,126.88,4,31.68,18.61
MX-2013-109953,Standard Class,High,1,34.704,3,7.344,2.16
MX-2013-109981,First Class,High,3,1393.8,16,118.96,380.26
MX-2013-110002,First Class,High,1,98.64,3,6.9,4.03
MX-2013-110058,Second Class,High,1,318.816,4,42.496,40.01
MX-2013-110065,Second Class,Critical,1,333.66,3,13.32,57.76
MX-2013-110079,Standard Class,Medium,1,32.28,6,12.48,2.05
MX-2013-110135,Standard Class,High,6,1060.816,24,-76.08399999999999,114.94
MX-2013-110149,Second Class,Medium,1,51.52,7,0.0,1.02
